AFI are not at reading til sunday this sucks !!!!!!!!!	NNP VBP RB IN VBG IN NNP DT VBZ .	0.9950 0.9385 0.9975 0.9831 0.7476 0.9716 0.9046 0.9553 0.9231 0.9962	AFI are not at reading til sunday this sucks !!!!!!!!!
@_elliee haha yeah , i thought it would be much more complicated :') and well ive just got home from school , we've not got holidays x	USR UH UH , PRP VBD PRP MD VB RB RBR JJ UH CC RB PRP RB VBD NN IN NN , PRP RB VBD NNS UH	0.9968 0.9950 0.9990 0.9739 0.9873 0.9108 0.9982 0.9903 0.9988 0.9662 0.7693 0.7097 0.9532 0.9916 0.5648 0.9213 0.9990 0.8929 0.9242 0.9956 0.9873 0.9915 0.7600 0.9953 0.3813 0.4888 0.7721	@_elliee haha yeah, i thought it would be much more complicated :') and well ive just got home from school, we've not got holidays x
@_GERM damn it , it's so true i need help !	USR UH PRP , PRP RB JJ PRP VBP VB .	0.9955 0.7686 0.9872 0.9889 0.8504 0.9632 0.9943 0.9844 0.9714 0.7209 0.9950	@_GERM damn it, it's so true i need help!
@_ophelia Haha , sorreh . I tries 2 spek normalz now k ?	USR UH , UH . PRP VBZ TO VB NN RB UH .	0.9968 0.9905 0.9791 0.8809 0.9575 0.9974 0.7404 0.5470 0.8602 0.2381 0.9496 0.4192 0.9878	@_ophelia Haha, sorreh. I tries 2 spek normalz now k?
@_Wren_ * internet hug * Yep , I know the feeling .	USR UH NN NN UH UH , PRP VBP DT NN .	0.9969 0.6074 0.4832 0.9419 0.4251 0.9960 0.9814 0.9893 0.9743 0.9913 0.8433 0.9966	@_Wren_ *internet hug* Yep, I know the feeling.
@30SECONDSTOMARS : Thank's for your prayers , these days are very difficults	USR : NNS IN PRP$ NNS , DT NNS VBP RB NNS	0.9969 0.9618 0.7993 0.9964 0.9912 0.8879 0.9884 0.9859 0.9885 0.9799 0.8886 0.5480	@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults
@abhian abey lalloo .. Me n dake then went for the 8pm show @ cp .. U cud've made it .. Chal koi nahi , nxt weekend try karenge again	USR NNP NNP : PRP CC NNP RB VBD IN DT CD NN IN NNP : PRP VBP VBD PRP : NNP NNP NNP , JJ NN VB NN RB	0.9974 0.5769 0.5639 0.9766 0.9810 0.8425 0.2886 0.5107 0.9123 0.9981 0.9960 0.5574 0.9633 0.9830 0.6123 0.9445 0.8566 0.4871 0.8310 0.9960 0.9733 0.8671 0.9527 0.8570 0.9909 0.8655 0.9863 0.4566 0.2259 0.9241	@abhian abey lalloo.. Me n dake then went for the 8pm show @ cp.. U cud've made it .. Chal koi nahi, nxt weekend try karenge again
@achmadsirman yeah i am , infact the spray paint is for the mutt , i got real delayed with some problems so not finished either yet	USR UH PRP VBP , VBD DT NN NN VBZ IN DT NN , PRP VBD JJ VBN IN DT NNS RB RB VBD PRP RB	0.9966 0.9969 0.9887 0.9493 0.9891 0.1851 0.9967 0.9933 0.9084 0.9675 0.9967 0.9951 0.9750 0.9903 0.9874 0.9654 0.7185 0.5396 0.9987 0.9952 0.9648 0.7178 0.9979 0.6554 0.5044 0.8055	@achmadsirman yeah i am, infact the spray paint is for the mutt, i got real delayed with some problems so not finished either yet
@ACTinglikeamama Oh , you have a recipe for gyros ? I developed an addiction in Germany , and haven't been able to find any I like in Aus .	USR UH , PRP VBP DT NN IN NNS . PRP VBD DT NN IN NNP , CC RB VBN JJ TO VB DT PRP VBP IN NNP .	0.9968 0.9948 0.9896 0.9987 0.9825 0.9965 0.9889 0.9968 0.5539 0.9945 0.9966 0.9676 0.9812 0.9974 0.9974 0.9981 0.9904 0.9979 0.2409 0.8913 0.8142 0.9965 0.9975 0.8581 0.9881 0.7627 0.9877 0.9913 0.9956	@ACTinglikeamama Oh, you have a recipe for gyros? I developed an addiction in Germany, and haven't been able to find any I like in Aus.
@acummings I've got return tickets booked for this weekend If the exchange rate wasn't so bad I'd go , but don't mind missing it really .	USR PRP VBD VB NNS VBD IN DT NN IN DT NN NN NN RB JJ PRP VB , CC VBP NN VBG PRP RB .	0.9943 0.9410 0.8684 0.4895 0.9799 0.7053 0.9972 0.9991 0.9862 0.9939 0.9976 0.9854 0.9613 0.6857 0.9720 0.9935 0.9256 0.9324 0.9862 0.9964 0.6852 0.9021 0.9837 0.9963 0.9883 0.9955	@acummings I've got return tickets booked for this weekend If the exchange rate wasn't so bad I'd go, but don't mind missing it really.
@africana oh noooo i hope you're ok , what did you eat ? <3333	USR UH UH PRP VBP PRP UH , WP VBD PRP VBP . UH	0.9970 0.9968 0.9913 0.9817 0.9990 0.6838 0.7457 0.9846 0.9782 0.7994 0.9981 0.8750 0.9871 0.8593	@africana oh noooo i hope you're ok, what did you eat? &lt;3333
@ahkai 1 death , 1 miscarried n 1 still critical condition is v grave	USR CD NN , CD VBD CC CD RB JJ NN VBZ RB NN	0.9952 0.9500 0.9515 0.9901 0.9170 0.4876 0.6991 0.9590 0.9793 0.9899 0.9968 0.9933 0.3029 0.5779	@ahkai 1 death, 1 miscarried n 1 still critical condition is v grave
@AHolmes_NJ I was able to DownThemAll ! before TA was able to delete my account . Didn't lose any photos , but I lost almost all comments	USR PRP VBD JJ TO VB . IN NNP VBD JJ TO VB PRP$ NN . VB VB DT NNS , CC PRP VBD RB DT NNS	0.9968 0.9939 0.9922 0.7997 0.9917 0.5400 0.9875 0.8982 0.7671 0.9852 0.8023 0.9962 0.9980 0.9958 0.9872 0.9934 0.1726 0.9902 0.9826 0.9366 0.9889 0.9990 0.9956 0.8593 0.9747 0.9958 0.9567	@AHolmes_NJ I was able to DownThemAll! before TA was able to delete my account. Didn't lose any photos, but I lost almost all comments
@Ailsa_Brown lol . Only 4 more episodes in the season , too ...	USR UH . RB CD RBR NNS IN DT NN , RB :	0.9971 0.9975 0.9754 0.8350 0.6806 0.5477 0.9801 0.9970 0.9980 0.9911 0.9906 0.8576 0.9924	@Ailsa_Brown lol. Only 4 more episodes in the season, too...
@airbush thanks for the guru links , but they just take me to the sign in page	USR NNS IN DT NN NNS , CC PRP RB VB PRP TO DT NN IN NN	0.9937 0.4656 0.9990 0.9974 0.9911 0.8070 0.9889 0.9959 0.9622 0.9980 0.9578 0.9941 0.9868 0.9959 0.9818 0.9775 0.9770	@airbush thanks for the guru links, but they just take me to the sign in page
@akianz renting .. but very cheap renting , and awesome house . We had 3 buying attempts fall through	USR VBG : CC RB JJ VBG , CC JJ NN . PRP VBD CD VBG NNS NN IN	0.9935 0.9912 0.9355 0.9799 0.9495 0.9102 0.9515 0.9907 0.9978 0.9911 0.9888 0.9936 0.9927 0.9856 0.9660 0.9808 0.9446 0.5393 0.9430	@akianz renting.. but very cheap renting, and awesome house. We had 3 buying attempts fall through
@alenakristina Oooooh I love it !! Sorry I can't help if you can't find it , I probably wont be able to find it because , well , you know ...	USR UH PRP VBP PRP . JJ PRP MD VB IN PRP MD VB PRP , PRP RB MD VB JJ TO VB PRP IN , UH , PRP VBP :	0.9967 0.9957 0.9935 0.9932 0.9969 0.9811 0.6341 0.9964 0.9369 0.9932 0.9873 0.9995 0.8683 0.9949 0.9950 0.9868 0.9802 0.9963 0.5581 0.9970 0.7454 0.9965 0.9969 0.9962 0.9379 0.9873 0.6015 0.9895 0.9985 0.9718 0.9919	@alenakristina Oooooh I love it!! Sorry I can't help if you can't find it, I probably wont be able to find it because, well, you know...
@alesa13 nothing new here , same old boring crap but at least theres sunshine ... and tequila ! whats new with u ?? have fun : *	USR NN JJ RB , JJ JJ JJ NN CC IN JJS PRP$ NN : CC NNP . WP JJ IN PRP . VB NN : UH	0.9893 0.9203 0.9074 0.9782 0.9901 0.9487 0.9139 0.9599 0.9494 0.9630 0.9826 0.5183 0.1504 0.9757 0.9921 0.9935 0.3953 0.9943 0.1723 0.9832 0.9990 0.9843 0.9458 0.7579 0.5650 0.9485 0.7138	@alesa13 nothing new here, same old boring crap but at least theres sunshine...and tequila! whats new with u?? have fun :*
@alessandrod : dude .. hope you guys are alright , except the home/car	USR : NN : VBP PRP NNS VBP UH , IN DT NN	0.9986 0.9788 0.8773 0.9587 0.9684 0.9841 0.9905 0.9743 0.6616 0.9867 0.7392 0.9917 0.9846	@alessandrod: dude.. hope you guys are alright, except the home/car
@AlexJReid - nice of it to inform you during the install , eh ? Silly Msoft . It works on the Intel Mac but not my G5 shame , it's quite cool	USR : JJ IN PRP TO VB PRP IN DT NN , UH . JJ NNP . PRP VBZ IN DT NNP NNP CC RB PRP$ NN NN , PRP RB JJ	0.9963 0.9745 0.9854 0.9950 0.9956 0.9962 0.9945 0.9978 0.9877 0.9915 0.9401 0.9872 0.9861 0.9811 0.8654 0.9247 0.9934 0.9898 0.9500 0.9950 0.9761 0.9923 0.9959 0.9847 0.9916 0.9921 0.5002 0.9867 0.9909 0.8525 0.9576 0.9903	@AlexJReid - nice of it to inform you during the install, eh? Silly Msoft. It works on the Intel Mac but not my G5 shame, it's quite cool
@ALEXRUSSIN Lucky , I missed it	USR NNP , PRP VBD PRP	0.9920 0.5583 0.9874 0.9903 0.9975 0.9972	@ALEXRUSSIN Lucky, I missed it
@alicayaba so cuuute ! hey , i miss you na ! its not the same not seeing you girls everyday	USR RB JJ . UH , PRP VBP PRP VBP . PRP RB DT JJ RB VBG PRP NNS NN	0.9969 0.8154 0.9810 0.9895 0.9733 0.9749 0.9874 0.9914 0.9972 0.4294 0.9815 0.9789 0.9912 0.9841 0.9106 0.9896 0.9874 0.9635 0.9645 0.6604	@alicayaba so cuuute! hey, i miss you na! its not the same not seeing you girls everyday
@allaboutenergy Do you happen to have this song in your collection ? http://www.amazon.com/I-Am/dp/B001CQ6578 I cannot buy it , USA only	USR VB PRP VBP TO VB DT NN IN PRP$ NN . URL PRP MD VB PRP , NNP RB	0.9968 0.5401 0.9986 0.9189 0.9959 0.9961 0.9978 0.9934 0.9936 0.9769 0.9992 0.9899 0.9521 0.9946 0.9523 0.9936 0.9901 0.9871 0.9654 0.8929	@allaboutenergy Do you happen to have this song in your collection? http://www.amazon.com/I-Am/dp/B001CQ6578 I cannot buy it, USA only
@Alliana07 it didn't make any sense to me , the suicide thing . I refuse to believe that that is actually what happened .	USR PRP VBD VB DT NN TO PRP , DT NN NN . PRP VBD TO VB IN DT VBZ RB WP VBN .	0.9935 0.9964 0.4181 0.9951 0.9837 0.9816 0.9862 0.9875 0.9877 0.9923 0.9822 0.9917 0.9921 0.9954 0.5145 0.9961 0.9986 0.6216 0.7516 0.9973 0.9973 0.9787 0.3624 0.9942	@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened.
@amazingphoebe i guess so :/ but i'ma still be hell fucked off those nights regardless , i guess	USR PRP VBP RB UH CC PRP RB VB NN NN RP DT NNS RB , PRP VBP	0.9957 0.9915 0.9902 0.7668 0.9420 0.9755 0.9218 0.9800 0.9572 0.4411 0.4906 0.5220 0.9870 0.9245 0.8579 0.9902 0.9872 0.9885	@amazingphoebe i guess so :/ but i'ma still be hell fucked off those nights regardless, i guess
